,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Discription,Geographical area 
89,Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,2,4.6,100,Yes,None,Historical,Yes,1.5,All,"A stunning fort near Jaipur, known for its majestic architecture, sprawling courtyards, and intricate decorations. It combines Rajput and Mughal styles and offers spectacular views of the surrounding landscape.","Latitude: 25.2682° N, Longitude: 75.8513° E"
90,Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,1.5,4.5,35,Yes,None,Historical,Yes,0.3,All,"Located on a hill near Amber Fort, Jaigarh Fort is known for its massive cannon, impressive walls, and panoramic views of the Aravalli Range. It served as a stronghold and arsenal for the Rajput rulers","Latitude: 25.2743° N, Longitude: 75.8517° E"
91,Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1362,1,4.6,0,Yes,None,Nature,Yes,0.5,All,"An artificial lake in Udaipur, renowned for its picturesque beauty and serene boat rides. The lake is surrounded by stunning palaces, including the Lake Palace, and offers breathtaking views of the city.","Latitude: 24.5807° N, Longitude: 73.7010° E"
92,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.5,4.9,0,Yes,None,Spiritual,Yes,1.9,All,"The holiest Sikh shrine, renowned for its stunning golden facade and serene atmosphere. It is a major pilgrimage site and symbolizes the values of equality and service.","Latitude: 31.6200° N, Longitude: 74.8765° E"
93,Northern,Punjab,Amritsar,Jallianwala Bagh,Memorial,1951,1,4.8,0,Yes,None,Historical,Yes,0.3,Afternoon,"A historic park in Amritsar, known for the tragic massacre that took place in 1919. It serves as a memorial to those who lost their lives and is an important site for Indian history.","Latitude: 31.6207° N, Longitude: 74.8765° E"
94,Northern,Punjab,Amritsar,Wagah Border,Border Crossing,1950,2,4.8,0,Yes,None,Cultural,Yes,0.17,Evening,"1. The border crossing between India and Pakistan, famous for its daily flag-lowering ceremony. It attracts visitors with its vibrant display of patriotic fervor and border security.","Latitude: 31.6101° N, Longitude: 74.5567° E"
95,Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,2,4.5,30,Yes,None,Artistic,Yes,0.5,All,"Located in Chandigarh, this unique garden is made entirely from waste materials and showcases creative sculptures and artistic installations, offering a distinct cultural experience.","Latitude: 30.7416° N, Longitude: 76.7690° E"
96,Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.11,All,"A scenic beach in Alappuzha, known for its serene backwaters, houseboat cruises, and picturesque views. It is a popular destination for relaxation and water activities.","Latitude: 9.4900° N, Longitude: 76.3374° E"
97,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,2,4.3,0,No,None,Nature,Yes,0.3,All,"Expansive tea plantations in Munnar, known for their lush green landscapes and cool climate. The area offers beautiful views and opportunities to explore tea processing.","Latitude: 10.0889° N, Longitude: 77.0594° E"
98,Southern,Kerala,Kochi,Fort Kochi,Site,1503,1,4.4,0,Yes,None,Historical,Yes,0.1,All,"A historic area in Kochi with colonial architecture, vibrant arts, and diverse cultural influences. It features attractions like the Chinese fishing nets and the Dutch Palace.","Latitude: 9.9656° N, Longitude: 76.2280° E"
99,Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.46,All,"A famous Hindu temple in Thiruvananthapuram dedicated to Lord Vishnu. It is known for its intricate architecture and historical significance, with strict dress codes for visitors.","Latitude: 8.4833° N, Longitude: 76.9498° E"
100,Southern,Kerala,Kozhikode,Kozhikode Beach,Beach,Unknown,1.5,3.9,0,Yes,None,Recreational,Yes,0.059,All,"A popular beach in Kozhikode, known for its scenic beauty, sunsets, and local seafood. It’s a great spot for leisurely strolls and experiencing the local culture.","Latitude: 11.2574° N, Longitude: 75.7804° E"
101,Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3,4.5,300,No,None,Wildlife,Yes,2.2,All,"A lush wildlife sanctuary in Wayanad, home to a diverse range of flora and fauna, including elephants and tigers. It offers opportunities for wildlife safaris and nature walks.","Latitude: 11.6866° N, Longitude: 76.1144° E"
102,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,3,4.3,50,No,None,Wildlife,Yes,0.14,All,"A renowned national park in Thekkady, known for its wildlife, including elephants and tigers. The park features a picturesque lake and offers boat rides and nature treks.","Latitude: 9.5596° N, Longitude: 77.0352° E"
103,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,2,3.8,50,Yes,None,Wildlife,Yes,0.1,All,"A serene bird sanctuary located along the backwaters of Kumarakom, known for its diverse bird species and tranquil environment. It’s ideal for birdwatching and boat rides.","Latitude: 9.6034° N, Longitude: 76.4150° E"
104,Southern,Kerala,Varkala,Varkala Beach,Beach,Unknown,2,4.6,0,Yes,None,Recreational,Yes,0.1,All,"A stunning beach in Varkala known for its cliffs overlooking the Arabian Sea. It offers a relaxed atmosphere, along with opportunities for swimming, sunbathing, and Ayurvedic treatments.","Latitude: 8.7365° N, Longitude: 76.6032° E"
105,Southern,Kerala,Bekal,Bekal Fort,Fort,1650,1.5,4.5,20,No,None,Historical,Yes,0.22,All,"A historic fort located in Bekal, known for its well-preserved structure and scenic views of the Arabian Sea. The fort features a large moat and bastions, reflecting its strategic importance.","Latitude: 12.3576° N, Longitude: 75.0680° E"
106,Southern,Kerala,Kovalam,Kovalam Beach,Beach,Unknown,2,4.4,0,Yes,None,Recreational,Yes,0.68,All,"A famous beach destination near Thiruvananthapuram, known for its crescent-shaped shoreline, lighthouses, and water sports. It’s popular for its beautiful sunsets and vibrant beach culture.","Latitude: 8.4020° N, Longitude: 76.9900° E"
107,Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,1,4.4,20,Yes,None,Historical,Yes,0.11,All,"A historic fort in Kannur built by the Portuguese, known for its strategic location and panoramic views of the Arabian Sea. It reflects the colonial history of the region.","Latitude: 11.8724° N, Longitude: 75.3622° E"
108,Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,1,4.5,0,No,None,Nature,Yes,0.03,Morning,A scenic viewpoint in Munnar offering breathtaking views of the surrounding tea plantations and valleys. It’s a popular spot for photography and enjoying the natural beauty of the area.,"Latitude: 10.0902° N, Longitude: 77.0621° E"
109,Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,1.5,4.4,100,Yes,Monday,Cultural,Yes,0.1,All,"Located in Kochi, this museum showcases the rich cultural heritage of Kerala through a diverse collection of artifacts, traditional costumes, and folk art. It provides insights into the state's artistic traditions.","Latitude: 9.9647° N, Longitude: 76.2733° E"
110,Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,2016,5.5,4.6,750,Yes,None,Entertainment,Yes,0.41,All,"A popular amusement park in Kochi offering a variety of thrilling rides, water attractions, and entertainment options for all ages. It’s a great spot for family fun and adventure.","Latitude: 10.0233° N, Longitude: 76.3386° E"
111,Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2,4.6,50,Yes,None,Historical,Yes,2.5,All,"A stunning example of Indo-Saracenic architecture, this grand palace in Mysore features ornate interiors, beautiful gardens, and impressive courtyards. It’s the former royal residence of the Wadiyar dynasty and a major cultural landmark.","Latitude: 12.3050° N, Longitude: 76.6552° E"
112,Southern,Karnataka,Hampi,Hampi Archaeological Ruins,Site,Unknown,3,4.7,0,No,None,Historical,Yes,0.05,All,"A UNESCO World Heritage Site, Hampi is known for its ancient temples, palaces, and stone carvings set amidst a surreal landscape of boulder-strewn hills. It was once the capital of the Vijayanagara Empire.","Latitude: 15.3350° N, Longitude: 76.4600° E"
113,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,1,4.1,0,No,None,Nature,Yes,0.03,Morning,"A picturesque waterfall located near Madikeri in Coorg, surrounded by lush coffee plantations and dense forests. It’s a popular spot for nature lovers and offers scenic views and refreshing experiences.","Latitude: 12.4146° N, Longitude: 75.7646° E"
114,Southern,Karnataka,Gokarna,Om Beach,Beach,Unknown,2,4.5,0,No,None,Nature,Yes,0.09,All,"A crescent-shaped beach in Gokarna known for its serene beauty and relaxing atmosphere. The beach gets its name from its shape, which resembles the sacred Hindu symbol ""Om,"" and is a favorite for beachgoers and spiritual seekers.","Latitude: 14.5593° N, Longitude: 74.2874° E"
115,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,3,4.5,0,No,None,Nature,Yes,0.05,All,"The highest peak in Karnataka, located in the Western Ghats near Chikmagalur. It offers breathtaking views of the surrounding hills and is a popular spot for trekking and nature enthusiasts.","Latitude: 13.3817° N, Longitude: 75.7692° E"
116,Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,1.5,4.6,30,No,None,Religious,No,0.2,All,"An ancient complex of rock-cut temples in Badami, known for their stunning architecture and intricate carvings. The temples are dedicated to Hindu deities and reflect the rich cultural heritage of the Chalukya dynasty.","Latitude: 15.9150° N, Longitude: 75.6582° E"
117,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,1.5,4.6,30,No,None,Nature,Yes,0.23,Morning,"One of India’s highest waterfalls, located in the Shimoga district. The falls are divided into four distinct cascades, creating a spectacular sight during the monsoon season. It’s a popular destination for nature lovers and adventure seekers.","Latitude: 14.2518° N, Longitude: 74.5685° E"
118,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,1.5,4.5,0,Yes,None,Recreational,Yes,0.1,All,"A well-maintained beach near Mangalore, known for its clean sands, gentle waves, and vibrant local culture. It’s a great spot for relaxation, beach sports, and enjoying local seafood.","Latitude: 12.9000° N, Longitude: 74.8500° E"
119,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,No,0.49,All,"A major Hindu pilgrimage site in Murudeshwar, renowned for its towering statue of Lord Shiva. The temple complex is situated on a hill overlooking the Arabian Sea and is an important spiritual and cultural destination.","Latitude: 14.0957° N, Longitude: 74.4370° E"
120,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.5,4.5,20,No,None,Historical,Yes,0.25,All,"The mausoleum of Sultan Mohammed Adil Shah in Bijapur, famous for its massive dome and impressive acoustics. It is one of the largest domes in the world and a significant example of Deccan architecture.","Latitude: 16.8317° N, Longitude: 75.7139° E"
121,Southern,Karnataka,Bandipur,Bandipur National Park,National Park,1974,3,4.4,300,No,None,Wildlife,Yes,0.15,Morning,"A renowned wildlife sanctuary located in the Western Ghats, known for its rich biodiversity, including tigers, elephants, and various bird species. It offers exciting safari experiences and opportunities for wildlife observation.","Latitude: 11.6738° N, Longitude: 76.5411° E"
122,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,1,4.7,15,No,None,Religious,No,0.11,All,"An exquisite 12th-century temple complex in Halebidu, known for its detailed and intricate Hoysala architecture. The temples are dedicated to Shiva and showcase stunning sculptures and carvings.","Latitude: 13.1560° N, Longitude: 75.9128° E"
123,Western,Maharastra,Pune,Shaniwar Wada,Fort,1732,2,4.4,50,Yes,None,Historical,Yes,1.2,All,"A historic fortification in Pune, known for its grand architecture and significant role in the history of the Peshwa rulers. It features beautiful gardens, fort walls, and an impressive entrance gate.","Latitude: 18.5204° N, Longitude: 73.8567° E"
124,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,3,4.6,30,Yes,Monday,Historical,Yes,0.21,Afternoon,"A group of ancient Buddhist cave temples in Ajanta, known for their exquisite murals and sculptures depicting Buddhist themes. These caves are a UNESCO World Heritage Site and offer insights into early Indian art and culture.","Latitude: 20.5361° N, Longitude: 75.7007° E"
125,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,2,4.1,300,Yes,None,Recreational,Yes,0.1,Afternoon,"Located in Nashik, this popular vineyard offers wine tasting tours, picturesque views of the vineyards, and a chance to explore the winemaking process. It’s a great destination for wine enthusiasts and tourists.","Latitude: 20.0450° N, Longitude: 73.7850° E"
126,Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,None,Religious,No,0.69,All,"Situated in Shirdi, this revered temple is dedicated to Sai Baba, a spiritual leader known for his teachings of love and compassion. The temple attracts millions of devotees seeking blessings and spiritual solace.","Latitude: 19.7650° N, Longitude: 74.5190° E"
127,Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,0,Yes,None,Recreational,Yes,0.05,Evening,"A charming beach located near Mumbai, known for its sandy shores, relaxed atmosphere, and nearby attractions like the Kolaba Fort. It’s a popular spot for weekend getaways and beach activities.","Latitude: 18.6401° N, Longitude: 72.8780° E"
128,Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1,4.7,0,No,None,Religious,No,0.1,All,"A significant Hindu temple dedicated to Lord Ganesha, located in Ganapatipule. The temple is known for its picturesque coastal setting and is a major pilgrimage site.","Latitude: 17.0164° N, Longitude: 73.5312° E"
129,Western,Maharastra,Nagpur,Deekshabhoomi,Monument,2001,1,4.5,0,Yes,None,Religious,Yes,0.11,Afternoon,"An important Buddhist site in Nagpur, where Dr. B.R. Ambedkar and his followers converted to Buddhism. It is a prominent location for Buddhist ceremonies and a symbol of social transformation.","Latitude: 21.1486° N, Longitude: 79.0878° E"
130,Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1,4.8,0,Yes,None,Religious,No,0.9,All,"A historic Hindu temple in Mumbai dedicated to the goddess Mahalakshmi. It is known for its architectural beauty and is a major religious site in the city, attracting numerous devotees.","Latitude: 18.9388° N, Longitude: 72.8340° E"
131,Western,Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,"A group of ancient Buddhist rock-cut caves located near Lonavala, known for their intricate carvings and historical significance. The caves include chaityas (prayer halls) and viharas (monastic cells).","Latitude: 18.7498° N, Longitude: 73.3561° E"
132,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2,4.6,0,No,None,Recreational,Yes,0.065,Evening,"A pristine beach in Sindhudurg, known for its clear waters, white sand, and water sports. It is a tranquil destination ideal for relaxation and exploring marine life.","Latitude: 16.0313° N, Longitude: 73.4395° E"
133,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2,4.4,300,No,None,Nature,Yes,0.05,Afternoon,"Also known as the ""Kaas Pathar,"" this plateau near Satara is renowned for its stunning array of seasonal wildflowers and unique biodiversity. It’s a UNESCO World Heritage Site and a popular destination for nature enthusiasts.","Latitude: 17.7412° N, Longitude: 73.7885° E"
134,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,None,Nature,Yes,0.02,Morning,"Located in Matheran, this scenic spot is known for its natural echo phenomenon and offers panoramic views of the surrounding hills and valleys. It’s a popular spot for sightseeing and enjoying the cool mountain air.","Latitude: 18.9880° N, Longitude: 73.2915° E"
135,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,"A complex of rock-cut temples and monasteries in Ellora, known for their impressive architecture and sculptures representing Hindu, Buddhist, and Jain traditions. The site is a UNESCO World Heritage Site and showcases India’s rich cultural heritage.","Latitude: 20.0311° N, Longitude: 75.2680° E"
136,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2,4.7,40,No,None,Cultural,Yes,0.09,Afternoon,"A UNESCO World Heritage Site, known for its stunning Hindu and Jain temples adorned with intricate erotic sculptures and carvings. The temples, built between 950 and 1050 AD, are renowned for their architectural brilliance and artistic detail.","Latitude: 24.8466° N, Longitude: 79.9199° E"
137,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,None,Historical,Yes,0.01,Afternoon,"An ancient Buddhist complex and UNESCO World Heritage Site, famous for its Great Stupa, one of the oldest stone structures in India. The site features remarkable Buddhist art and architecture, including stupas, temples, and monasteries.","Latitude: 23.4852° N, Longitude: 77.7488° E"
138,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1,4.4,10,Yes,None,Historical,Yes,0.63,Afternoon,"Located in Indore, this historic palace reflects the grandeur of the Holkar dynasty. It showcases a blend of traditional and modern architectural styles and offers insights into the royal heritage of Indore.","Latitude: 22.7196° N, Longitude: 75.8577° E"
139,Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,None,Historical,Yes,0.4,Morning,"A majestic hill fort in Gwalior, known for its impressive architecture, including palaces, temples, and defensive walls. The fort is a symbol of historical and cultural significance and offers panoramic views of the city.","Latitude: 26.2152° N, Longitude: 78.1875° E"
140,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,None,Religious,No,1.2,All,"A revered Hindu temple in Ujjain dedicated to Lord Shiva. It is one of the twelve Jyotirlingas, known for its significant religious importance and the daily ""bhasma aarti"" performed to honor the deity.","Latitude: 23.1820° N, Longitude: 75.7741° E"
141,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1,4.5,0,No,None,Nature,Yes,0.01,Morning,"A spectacular waterfall on the Narmada River near Jabalpur, known for its misty appearance and thunderous roar. The falls create a dramatic scene as the river cascades over the rocky terrain.","Latitude: 23.1667° N, Longitude: 79.9333° E"
142,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,None,Nature,Yes,0.065,Morning,"A scenic waterfall located near Pachmarhi, known for its serene beauty and the surrounding lush greenery. It is a popular spot for nature lovers and offers a refreshing escape into nature.","Latitude: 22.4739° N, Longitude: 78.3934° E"
143,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3,4.5,100,No,None,Wildlife,Yes,0.1,Morning,"A renowned wildlife sanctuary and part of the Kanha Tiger Reserve, known for its diverse wildlife, including tigers, leopards, and barasingha. The park offers exciting safari experiences and is a haven for wildlife enthusiasts.","Latitude: 22.2741° N, Longitude: 81.6908° E"
144,Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3,4.5,50,No,None,Wildlife,Yes,0.05,Morning,"A prominent wildlife sanctuary known for its high density of tigers and rich biodiversity. The park features dense forests, ancient ruins, and offers thrilling safari adventures.","Latitude: 23.5085° N, Longitude: 81.0590° E"
145,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,None,Historical,Yes,0.1,Afternoon,"A historic fort complex in Orchha, known for its well-preserved palaces, temples, and ornate architecture. The fort reflects the grandeur of the Bundela dynasty and offers picturesque views of the Betwa River.","Latitude: 25.3119° N, Longitude: 78.6469° E"
146,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1,3.9,50,No,None,Historical,Yes,0.03,Afternoon,"An impressive palace in Mandu, named ""Jahaz Mahal"" or ""Ship Palace"" due to its appearance resembling a ship floating on water. The palace features beautiful architecture and is a significant historical landmark.","Latitude: 22.3782° N, Longitude: 76.1100° E"
147,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2,4.6,25,No,None,Archaeological,Yes,0.07,Afternoon,"A UNESCO World Heritage Site, known for its ancient rock shelters and cave paintings that date back to the Stone Age. The site offers insights into early human history and prehistoric art","Latitude: 23.2990° N, Longitude: 77.6445° E"
148,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1,4.4,0,No,None,Religious,Yes,0.01,All,"A significant Hindu temple located in Amarkantak, believed to be the origin of the Narmada River. The temple is an important pilgrimage site and offers a serene environment for spiritual reflection.","Latitude: 22.3542° N, Longitude: 81.7753° E"
149,Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,None,Nature,Yes,0.1,Morning,"Often referred to as the ""Niagara of India,"" this impressive waterfall on the Mandakini River is known for its scenic beauty and the wide cascade. It is a popular destination for nature enthusiasts and photographers.","Latitude: 24.1414° N, Longitude: 80.9320° E"
150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1,4.7,0,Yes,None,Recreational,Yes,0.03,Morning,"A broad open space in the heart of Shimla, offering panoramic views of the surrounding mountains and the city. It's a popular spot for leisurely strolls, photography, and enjoying local events.","Latitude: 31.1048° N, Longitude: 77.1704° E"
151,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2,4.1,0,No,None,Adventure,Yes,0.05,Morning,"Known for its stunning landscape, Solang Valley is a hub for adventure sports like paragliding, skiing, and zorbing. It offers breathtaking views of the snow-capped peaks and lush green meadows.","Latitude: 32.2500° N, Longitude: 77.1667° E"
152,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,None,Religious,No,0.15,All,"A serene Tibetan Buddhist temple located in McLeod Ganj, known for its peaceful atmosphere and beautiful architecture. It is the residence of the Dalai Lama and a center for Tibetan culture and spirituality.","Latitude: 32.2390° N, Longitude: 76.3238° E"
153,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,None,Nature,Yes,0.1,Morning,"Often referred to as the ""Mini Switzerland of India,"" Khajjiar Lake is surrounded by lush green meadows and dense forests. It offers a picturesque setting and opportunities for boating and nature walks.","Latitude: 32.5370° N, Longitude: 76.9570° E"
154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1,4.8,0,No,None,Religious,Yes,0.025,Morning,"An ancient Tibetan Buddhist monastery located in the Spiti Valley. It is known for its unique architecture, ancient scriptures, and panoramic views of the surrounding mountains.","Latitude: 32.2936° N, Longitude: 78.0449° E"
155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3,4.5,50,No,None,Wildlife,Yes,0.2,All,"A UNESCO World Heritage Site known for its rich biodiversity, including various species of flora and fauna. The park offers trekking routes, scenic landscapes, and opportunities for wildlife viewing.","Latitude: 31.7871° N, Longitude: 77.5686° E"
156,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2,4.4,0,No,None,Recreational,Yes,0.01,Morning,"An artificial lake created by the Chamera Dam, located near Dalhousie. It is a popular spot for boating and offers scenic views of the surrounding hills and forests.","Latitude: 32.3000° N, Longitude: 76.8500° E"
157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2,4.5,0,No,None,Nature,Yes,0.01,Morning,"A picturesque valley in the Kinnaur district, known for its beautiful landscape, apple orchards, and traditional villages. It is a great destination for trekking, camping, and experiencing local culture.","Latitude: 31.4277° N, Longitude: 78.6540° E"
158,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2,4.4,150,Yes,None,Historical,Yes,0.1,All,"One of the oldest and largest forts in the Himalayas, located in Kangra. It features ancient architecture, historical artifacts, and offers stunning views of the surrounding valley","Latitude: 32.0983° N, Longitude: 76.3276° E"
159,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,None,Agricultural,Yes,0.015,Morning,"The lush tea plantations in areas like Palampur and Dharamshala, known for their picturesque landscapes and the opportunity to explore the tea-making process. They offer guided tours and scenic walks through the plantations.","Latitude: 32.1133° N, Longitude: 76.8716° E"
160,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,None,Nature,Yes,0.01,Morning,"A serene high-altitude lake surrounded by snow-capped peaks and dense forests, located near Mandi. It is a popular destination for trekking and offers a tranquil environment for relaxation.","Latitude: 31.9333° N, Longitude: 76.9000° E"
161,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2,4.8,2500,No,None,Adventure,Yes,0.01,All,"Areas like Bir Billing and Solang Valley are renowned for paragliding, offering thrilling flights over stunning landscapes and breathtaking views of the Himalayas.","Latitude: 32.0187° N, Longitude: 76.9674° E"
162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5,4.8,0,Yes,None,Adventure,Yes,0.01,Morning,"A popular trekking route near McLeod Ganj, known for its moderate difficulty and stunning views of the Dhauladhar range. The trek offers a rewarding experience with panoramic vistas and scenic beauty.","Latitude: 32.2060° N, Longitude: 76.3417° E"
163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1,4.6,0,No,None,Religious,Yes,1.3,Morning,"A sacred Sikh temple located in Manikaran, known for its hot springs and spiritual significance. It is a major pilgrimage site and offers a peaceful atmosphere for devotees.","Latitude: 31.1372° N, Longitude: 77.3383° E"
164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2,4.5,0,Yes,None,Nature,Yes,1.1,All,"A scenic peak in the Shimla district, known for its panoramic views of the surrounding mountains and valleys. It offers a serene environment and is a popular spot for trekking and nature walks.","Latitude: 31.3300° N, Longitude: 77.4320° E"
165,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2,4.7,0,No,None,Nature,Yes,1.2,Morning,"A beautiful valley in the Mandi district, known for its lush green landscapes, trout fishing, and trekking opportunities. It is a peaceful destination away from the usual tourist crowds.","Latitude: 31.7800° N, Longitude: 76.8700° E"
166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,None,Nature,Yes,0.9,Morning,"A high-altitude lake located near Jibhi, surrounded by dense forests and offering a serene environment. It is a great spot for trekking and enjoying the natural beauty of the region.","Latitude: 31.6740° N, Longitude: 77.3480° E"
167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5,3.8,1500,Yes,None,Recreational,Yes,0.1,All,"An amusement park located in Kufri, known for its various rides, including a mini-zoo and adventure activities. It’s a popular spot for families and tourists looking for recreational fun in the mountains.","Latitude: 31.1096° N, Longitude: 77.2802° E"
168,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,None,Nature,Yes,0.01,Morning,"A picturesque freshwater lake located in Nainital, surrounded by lush green hills. It is a popular spot for boating and offers stunning views of the surrounding mountains.","Latitude: 29.3919° N, Longitude: 79.4548° E"
169,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1,4.4,0,Yes,None,Cultural,Yes,0.03,Morning,"An iconic suspension bridge spanning the Ganges River in Rishikesh. It is believed to be the spot where Lord Lakshmana crossed the river, and it offers views of the river and surrounding temples.","Latitude: 30.1042° N, Longitude: 78.3191° E"
170,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1,4.5,0,Yes,None,Religious,Yes,0.025,All,"A sacred ghat on the banks of the Ganges River in Haridwar, known for its religious significance and evening Ganga Aarti ceremonies. It is a major pilgrimage site for Hindus.","Latitude: 29.9457° N, Longitude: 78.1642° E"
171,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,None,Nature,Yes,0.01,Morning,"Also known as ""Gucchupani,"" this natural cave formation near Dehradun features a stream flowing through it. It is a popular spot for picnics and offers a unique experience of exploring natural caves.","Latitude: 30.3234° N, Longitude: 78.0447° E"
172,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,None,Nature,Yes,0.55,Morning,"A popular waterfall located near Mussoorie, known for its scenic beauty and the opportunity to enjoy a refreshing dip in the natural pools formed by the cascading water.","Latitude: 30.4566° N, Longitude: 78.1634° E"
